"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","share_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","post_image","author","mitu_link","category","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_ctr","average_interaction_rate","average_post_reach","average_link_clicks","author_status"
"150424302108405_212057739278394","https://www.facebook.com/150424302108405_212057739278394","link","If she's not satisfied, she's gonna write a Yelp! review about how selfish you are in bed.","According To Most Women, This Turns Them Off More Than Anything","https://www.wearemitu.com/bad-hombres/you-dont-even-know-you-do-this-and-its-turning-most-women-off/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17266517_6074827009709_6599609471012438016_n.png?oh=3cf2322981de82fc7a6f6e17c70a0c18&oe=59FE69FD",2017-03-28 17:00:00,2017-03-28,"17:00",46841,126,23332,16185,2055,13432,0,9,3,0,15,3,0,6,0,143,2,0,39,1,18,18,18,184,190,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,2,0,0,"native","Bad Hombres",18,0.00111214087117702,0.00883534136546185,0,6.53625304136253,0.166666666666667,9,0.7778,0,0,0.2222,0,0,0.867308064828566,0.132691935171434,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17266517_6074827009709_6599609471012438016_n.png?oh=3cf2322981de82fc7a6f6e17c70a0c18&oe=59FE69FD ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/you-dont-even-know-you-do-this-and-its-turning-most-women-off/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.00883534136546185,0.00111214087117702,16185,143,"Jason Marcus"
"150424302108405_221669771650524","https://www.facebook.com/150424302108405_221669771650524","link","Most don't know Cheech was even more than a triple threat...","You Might Know Him As One Half Of The Legendary Duo, Cheech & Chong, But You Probably Don’t Know How Much He Continues To Influence Pop Culture","https://www.wearemitu.com/bad-hombres/you-might-know-him-as-one-half-of-the-legendary-duo-cheech-chong-but-you-probably-dont-know-how-much-he-continues-to-influence-pop-culture/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17860551_6064832634691_1418137109524381696_n.png?oh=8364c5b8a19b000866946cd397bd4af8&oe=59FC2CE6",2017-04-11 13:00:00,2017-04-11,"13:00",71475,4262,173331,110227,2776,108878,1,32,18,7,161,18,6,129,0,562,293,0,531,1,186,186,177,1386,1355,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,0,0,0,0,"native","Bad Hombres",186,0.00168742685548913,0.00509856931604779,0,39.221181556196,0.0967741935483871,29,0.8966,0.1034,0,0,0,0,0.975137478281118,0.0248625217188815,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17860551_6064832634691_1418137109524381696_n.png?oh=8364c5b8a19b000866946cd397bd4af8&oe=59FC2CE6 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/you-might-know-him-as-one-half-of-the-legendary-duo-cheech-chong-but-you-probably-dont-know-how-much-he-continues-to-influence-pop-culture/","Identities",0,0,1,0,NA,NA,NA,0.00509856931604779,0.00168742685548913,110227,562,"Jason Marcus"
"150424302108405_196578954159606","https://www.facebook.com/150424302108405_196578954159606","link","My dude!","This Three-Year-Old Latino Skateboarder Takes Slams And Gets Buck In This Vid","https://www.wearemitu.com/entertainment/this-three-year-old-skateboarder-is-already-better-than-kids-twice-his-age/","https://external.xx.fbcdn.net/safe_image.php?d=AQD8nTcMyEG-PAnH&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F08170532%2FSkateboard-Hero.jpg&_nc_hash=AQCtvueZzI7W_V1X",2017-03-02 11:00:00,2017-03-02,"11:00",11979,412,17816,11814,302,11529,1,13,7,1,22,7,0,9,0,19,11,0,34,0,30,30,25,64,84,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,0,0,0,"native","Bad Hombres",30,0.00253936008125952,0.0016082613847977,0,38.1754966887417,0.233333333333333,13,0.9231,0.0769,0,0,0,0,0.974473839912095,0.0255261600879047,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQD8nTcMyEG-PAnH&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F08170532%2FSkateboard-Hero.jpg&_nc_hash=AQCtvueZzI7W_V1X ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/entertainment/this-three-year-old-skateboarder-is-already-better-than-kids-twice-his-age/","Sports",0,0,1,0,NA,NA,NA,0.0016082613847977,0.00253936008125952,11814,19,"Lucas Molandes"
"150424302108405_197881324029369","https://www.facebook.com/150424302108405_197881324029369","link","Rags to riches to rags...","For Anyone That Gets Paid Twice A Month, This Is Too Real","https://www.wearemitu.com/mitu-voice/for-anyone-that-gets-paid-twice-a-month-this-is-too-real/","https://external.xx.fbcdn.net/safe_image.php?d=AQA3EJ2Kx-mLtdYV&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F01173350%2FMONEYHERO.jpg&_nc_hash=AQBn6QxwX7ma-RsX",2017-03-04 11:00:00,2017-03-04,"11:00",12307,87,24475,17131,423,16671,0,6,4,0,17,4,0,11,0,65,14,0,73,0,21,21,20,152,154,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,0,0,"native","Bad Hombres",21,0.0012258478781157,0.00379429105131049,0,39.4113475177305,0.19047619047619,6,0.8333,0,0,0.1667,0,0,0.975254475254475,0.0247455247455247,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQA3EJ2Kx-mLtdYV&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F01173350%2FMONEYHERO.jpg&_nc_hash=AQBn6QxwX7ma-RsX ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/mitu-voice/for-anyone-that-gets-paid-twice-a-month-this-is-too-real/","Latino Culture",0,0,1,0,NA,NA,NA,0.00379429105131049,0.0012258478781157,17131,65,"Lucas Molandes"
"150424302108405_195954747555360","https://www.facebook.com/150424302108405_195954747555360","link","Visuals, man. Visuals.","Cuba's First Indie Game Savior Is Gorgeous AF","https://www.wearemitu.com/mitu-world/cubas-first-independent-video-game-savior-is-gorgeous-af/","https://external.xx.fbcdn.net/safe_image.php?d=AQD7nzYoh4qWIGrR&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F11%2F08183547%2FScreen-Shot-2016-11-08-at-6.00.36-PM.png&_nc_hash=AQB--ysTMLd12HYI",2017-02-27 11:00:00,2017-02-27,"11:00",10600,1061,24999,16833,377,16481,2,5,2,3,20,2,1,15,0,29,13,0,53,1,25,25,24,95,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,"native","Bad Hombres",25,0.00148517792431533,0.00172280639220579,0,43.7161803713528,0.08,4,1,0,0,0,0,0,0.977636730335746,0.0223632696642544,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQD7nzYoh4qWIGrR&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F11%2F08183547%2FScreen-Shot-2016-11-08-at-6.00.36-PM.png&_nc_hash=AQB--ysTMLd12HYI ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/mitu-world/cubas-first-independent-video-game-savior-is-gorgeous-af/","Gaming",0,0,1,0,NA,NA,NA,0.00172280639220579,0.00148517792431533,16833,29,"Lucas Molandes"
"150424302108405_180272992456869","https://www.facebook.com/150424302108405_180272992456869","link","""With friends like this...""","Fat Joe Explains Why You Don’t Squabble With Mike Tyson","https://www.wearemitu.com/mitu-world/fat-joe-explains-why-you-dont-squabble-with-mike-tyson/","https://external.xx.fbcdn.net/safe_image.php?d=AQACXZLbAC_GMIPK&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F10%2F20171622%2FScreen-Shot-2016-10-20-at-4.05.30-PM.png&_nc_hash=AQC8HDRDMGELakI-",2017-02-05 11:00:00,2017-02-05,"11:00",138,0,94,75,22,17,0,4,0,0,4,0,0,0,0,0,0,0,1,0,4,4,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,"native","Bad Hombres",4,0.0533333333333333,0,0,0.772727272727273,0,4,1,0,0,0,0,0,0.435897435897436,0.564102564102564,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQACXZLbAC_GMIPK&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F10%2F20171622%2FScreen-Shot-2016-10-20-at-4.05.30-PM.png&_nc_hash=AQC8HDRDMGELakI- ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/mitu-world/fat-joe-explains-why-you-dont-squabble-with-mike-tyson/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0,0.0533333333333333,75,0,"Lucas Molandes"
"150424302108405_187354628415372","https://www.facebook.com/150424302108405_187354628415372","link","""Raw emotions here.""","He Used Photoshop to Remove ex-gang members tattoos, Heres how the Reacted","https://www.wearemitu.com/mitu-world/he-used-photoshop-to-remove-ex-gang-members-tattoos-heres-how-they-reacted/","https://external.xx.fbcdn.net/safe_image.php?d=AQDvwyHtKsgRFaG5&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F11%2F04142840%2FHomeboys2.jpg&_nc_hash=AQD4gMiRNBU47MYQ",2017-02-18 11:00:00,2017-02-18,"11:00",4989,447,107985,83535,284,83293,2,47,37,9,130,38,7,83,1,891,2,0,373,2,177,177,168,1266,1314,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,11,0,0,0,0,"native","Bad Hombres",177,0.00211887232896391,0.0106661878254624,0,293.285211267606,0.214689265536723,47,0.766,0.234,0,0,0,0,0.996601935939313,0.00339806406068655,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQDvwyHtKsgRFaG5&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F11%2F04142840%2FHomeboys2.jpg&_nc_hash=AQD4gMiRNBU47MYQ ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/mitu-world/he-used-photoshop-to-remove-ex-gang-members-tattoos-heres-how-they-reacted/","Identities",0,0,1,0,NA,NA,NA,0.0106661878254624,0.00211887232896391,83535,891,"Lucas Molandes"
"150424302108405_181418665675635","https://www.facebook.com/150424302108405_181418665675635","link","""Good first date movie.""","The Trailer For This Mexican Director’s Horror Movie Is NSFW For A Reason","https://www.wearemitu.com/mitu-world/heres-the-trailer-for-the-stunning-mexican-horror-film-we-are-the-flesh/","https://external.xx.fbcdn.net/safe_image.php?d=AQC9zWY6yhYJl3jl&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F15101300%2FHERO-MOVIE.jpg&_nc_hash=AQD7WhE7UoqaQlHb",2017-02-11 11:00:00,2017-02-11,"11:00",236,96,151,120,31,37,1,9,2,1,11,2,0,2,0,2,0,0,0,2,14,14,14,2,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,"native","Bad Hombres",14,0.116666666666667,0.0166666666666667,0,1.19354838709677,0.142857142857143,9,1,0,0,0,0,0,0.544117647058823,0.455882352941176,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQC9zWY6yhYJl3jl&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F15101300%2FHERO-MOVIE.jpg&_nc_hash=AQD7WhE7UoqaQlHb ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/mitu-world/heres-the-trailer-for-the-stunning-mexican-horror-film-we-are-the-flesh/","TV & Movies",0,0,1,0,NA,NA,NA,0.0166666666666667,0.116666666666667,120,2,"Lucas Molandes"
"150424302108405_197881507362684","https://www.facebook.com/150424302108405_197881507362684","link","It's the great equalizer.","Irish People Trying Tequila Is Exactly What You’d Expect","https://www.wearemitu.com/mitu-world/irish-people-trying-tequila-is-exactly-what-youd-expect/","https://external.xx.fbcdn.net/safe_image.php?d=AQAZf4WCvyQPyPwT&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F06101715%2FScreen-Shot-2016-12-06-at-10.16.09-AM.png&_nc_hash=AQDIEESdoxkJZgWQ",2017-03-06 11:17:00,2017-03-06,"11:17",13078,742,33764,23657,1014,22603,2,8,7,5,26,8,3,18,1,250,44,0,125,1,39,39,36,419,398,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,5,0,0,"native","Bad Hombres",39,0.00164856067971425,0.0105676966648349,0,22.2909270216963,0.205128205128205,8,0.375,0,0,0.625,0,0,0.957064826184528,0.0429351738154719,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQAZf4WCvyQPyPwT&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F06101715%2FScreen-Shot-2016-12-06-at-10.16.09-AM.png&_nc_hash=AQDIEESdoxkJZgWQ ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","mitÃº Staff","https://www.wearemitu.com/mitu-world/irish-people-trying-tequila-is-exactly-what-youd-expect/","Food & Beverages",0,0,1,0,NA,NA,NA,0.0105676966648349,0.00164856067971425,23657,250,"Old Staff"
"150424302108405_178816155935886","https://www.facebook.com/150424302108405_178816155935886","link","I never knew flops could be this beautiful.","Lets Be Real, When Neymar Dives in a Futbol Game it's a Work of Art","https://www.wearemitu.com/mitu-world/lets-be-real-when-neymar-dives-in-a-futbol-game-its-a-work-of-art/","https://external.xx.fbcdn.net/safe_image.php?d=AQCwXfhSrNblQ0uA&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F07%2F07190400%2Fneymar-dive.jpg&_nc_hash=AQBDA2azH8niPjqT",2017-01-30 11:00:00,2017-01-30,"11:00",127,0,271,149,16,101,0,11,1,0,12,1,0,1,0,3,0,0,1,0,13,13,13,4,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,1,0,0,"native","Bad Hombres",13,0.087248322147651,0.0201342281879195,0,6.3125,0.0769230769230769,11,0.9091,0,0,0.0909,0,0,0.863247863247863,0.136752136752137,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQCwXfhSrNblQ0uA&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F07%2F07190400%2Fneymar-dive.jpg&_nc_hash=AQBDA2azH8niPjqT ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://www.wearemitu.com/mitu-world/lets-be-real-when-neymar-dives-in-a-futbol-game-its-a-work-of-art/","Sports",0,0,1,0,NA,NA,NA,0.0201342281879195,0.087248322147651,149,3,"Lucas Molandes"
"150424302108405_181412535676248","https://www.facebook.com/150424302108405_181412535676248","link","""Non stop legends.""","NYC Radio Legend Angie Martinez On Desus & Mero","https://www.wearemitu.com/mitu-world/nyc-radio-legend-angie-martinez-on-desus-mero/","https://external.xx.fbcdn.net/safe_image.php?d=AQC61EKpUB7vfjzL&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F22160941%2Fangie-martinez-desus-mero-main.jpg&_nc_hash=AQBHxO6ekba0O4FR",2017-02-07 11:00:00,2017-02-07,"11:00",139,0,74,68,18,10,0,4,0,0,5,0,0,1,0,0,0,0,0,0,5,5,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,"native","Bad Hombres",5,0.0735294117647059,0,0,0.555555555555556,0,4,1,0,0,0,0,0,0.357142857142857,0.642857142857143,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQC61EKpUB7vfjzL&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F22160941%2Fangie-martinez-desus-mero-main.jpg&_nc_hash=AQBHxO6ekba0O4FR ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://www.wearemitu.com/mitu-world/nyc-radio-legend-angie-martinez-on-desus-mero/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0,0.0735294117647059,68,0,"Omar Villegas"
"150424302108405_180272775790224","https://www.facebook.com/150424302108405_180272775790224","link","""Put this flavor in your ears.""","A Gang Member from San Diego and a Punk from TJ are the Creators of ‘Cholo Goth’","https://www.wearemitu.com/mitu-world/prayers-cholo-goth/","https://external.xx.fbcdn.net/safe_image.php?d=AQAdgXvBerQ_BGBX&url=https%3A%2F%2Fwww.wearemitu.com%2Fwp-content%2Fuploads%2F2015%2F06%2Fprayers-cholo-goth.jpg&_nc_hash=AQDqVLP1Ab9ajbYh",2017-02-03 11:00:00,2017-02-03,"11:00",139,0,486,336,18,291,3,28,7,6,36,8,3,8,1,2,0,0,6,0,50,50,41,8,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,0,2,0,0,"native","Bad Hombres",50,0.148809523809524,0.00595238095238095,0,16.1666666666667,0.16,28,0.8571,0.0714,0,0.0714,0,0,0.941747572815534,0.058252427184466,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQAdgXvBerQ_BGBX&url=https%3A%2F%2Fwww.wearemitu.com%2Fwp-content%2Fuploads%2F2015%2F06%2Fprayers-cholo-goth.jpg&_nc_hash=AQDqVLP1Ab9ajbYh ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://www.wearemitu.com/mitu-world/prayers-cholo-goth/","Music",0,0,1,0,NA,NA,NA,0.00595238095238095,0.148809523809524,336,2,"Omar Villegas"
"150424302108405_201209690363199","https://www.facebook.com/150424302108405_201209690363199","link","Make this your weekend jam.","Puerto Rico’s “Next Big Thing” Is Back With Music That’ll Make Your Head Bob","https://www.wearemitu.com/mitu-world/puerto-ricos-next-big-thing-is-back-with-music-thatll-make-your-head-bob/","https://external.xx.fbcdn.net/safe_image.php?d=AQASg4me4R_Wp7Iz&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F21164845%2Falvaro-diaz-carro.jpg&_nc_hash=AQAgP9tbcZuOFS7p",2017-03-09 14:05:00,2017-03-09,"14:05",13896,447,21981,14726,438,14176,0,9,1,0,17,1,0,8,0,49,9,0,48,2,18,18,18,106,108,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,"native","Bad Hombres",18,0.00122232785549368,0.00332744805106614,0,32.365296803653,0.0555555555555556,9,1,0,0,0,0,0,0.970028739564801,0.0299712604351991,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQASg4me4R_Wp7Iz&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F12%2F21164845%2Falvaro-diaz-carro.jpg&_nc_hash=AQAgP9tbcZuOFS7p ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://www.wearemitu.com/mitu-world/puerto-ricos-next-big-thing-is-back-with-music-thatll-make-your-head-bob/","Music",0,0,1,0,NA,NA,NA,0.00332744805106614,0.00122232785549368,14726,49,"Omar Villegas"
"150424302108405_194609161023252","https://www.facebook.com/150424302108405_194609161023252","link","Give me all the tots.","Tater Tots Bring Pedro And Napoleon Dynamite Back Together","https://www.wearemitu.com/mitu-world/tater-tots-bring-pedro-and-napoleon-dynamite-back-together/","https://external.xx.fbcdn.net/safe_image.php?d=AQCKGuuyTkpapfCZ&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F11%2F30121728%2Fnap-pedro-main.jpg&_nc_hash=AQARIPDDAEx-sQLQ",2017-02-25 11:00:00,2017-02-25,"11:00",9488,238,38239,26869,639,26248,2,36,14,7,112,16,5,76,2,140,0,0,105,0,135,135,117,245,310,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,0,3,0,0,"native","Bad Hombres",135,0.00502437753544977,0.00521046559231828,0,41.0766823161189,0.118518518518519,36,0.8611,0.0556,0,0.0833,0,0,0.97623386766839,0.0237661323316101,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQCKGuuyTkpapfCZ&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2016%2F11%2F30121728%2Fnap-pedro-main.jpg&_nc_hash=AQARIPDDAEx-sQLQ ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://www.wearemitu.com/mitu-world/tater-tots-bring-pedro-and-napoleon-dynamite-back-together/","TV & Movies",0,0,1,0,NA,NA,NA,0.00521046559231828,0.00502437753544977,26869,140,"Omar Villegas"
